id,timestamp,views,vote,like,alarm
349465,2025072617,196483,10153,2293,202
354537,2025072617,486993,31224,6287,547
348619,2025072617,1299918,80341,9172,466
52791,2025072617,19132003,1586886,47676,5318
356504,2025072617,765923,48023,7555,389
355989,2025072617,68161,2581,1396,107
228071,2025072617,1785498,138693,8951,745
307104,2025072617,6516362,417272,24334,1943
343815,2025072617,374030,31073,2252,135
332746,2025072617,376567,17522,1758,65
347037,2025072617,552396,50035,4499,301
307498,2025072617,1319841,100514,8238,729
357361,2025072617,418212,20250,4227,281
346713,2025072617,739084,52581,7418,363
300042,2025072617,9125884,576063,25332,1706
267540,2025072617,3101385,215766,11011,842
354178,2025072617,163467,17337,2664,154
316286,2025072617,9933632,679277,35195,2710
200574,2025072617,8309679,517373,21826,1714
330355,2025072617,2745092,157207,14675,1115
274451,2025072617,4693341,464582,20333,1275
341641,2025072617,970685,67305,7637,434
347096,2025072617,2148865,174857,17385,1122
327855,2025072617,3352181,240825,20434,1380
346873,2025072617,179388,9485,3518,235
6269,2025072617,22995026,1302897,65642,10665
140690,2025072617,15189058,663069,31721,3132
216786,2025072617,3276767,150141,14988,1397
359564,2025072617,265959,11219,3925,225
308439,2025072617,2571342,209259,5138,293
326517,2025072617,2579703,244608,15031,1100
284734,2025072617,3355951,251803,13679,1025
51457,2025072617,15588337,1552837,36135,2564
237679,2025072617,1723953,228323,6967,501
233173,2025072617,5661009,633432,21110,1621
341804,2025072617,383399,25465,2686,179
348083,2025072617,221954,9061,1945,117
356832,2025072617,483488,28373,5587,289
15366,2025072617,22363146,1146956,45230,5527
344332,2025072617,538479,31584,5203,364
341543,2025072617,850498,70757,7741,442
224071,2025072617,4247901,218374,8106,529
347217,2025072617,297271,14762,2242,140
306917,2025072617,560527,49641,3316,162
359622,2025072617,433782,28989,5711,320
264382,2025072617,6363217,395943,22855,1959
350595,2025072617,1181242,67198,6849,351
355198,2025072617,1845000,132501,20312,1232
353281,2025072617,641558,35799,6722,389
50356,2025072617,18314797,1217430,26742,2422
232223,2025072617,2121184,125441,11903,1072
298596,2025072617,3868140,216560,12932,883
344760,2025072617,1531157,94773,11801,805
354148,2025072617,158976,8292,2016,121
342192,2025072617,476673,39726,4816,282
282408,2025072617,2180672,167417,7151,664
337718,2025072617,1325055,87365,10384,613
211237,2025072617,10763359,553679,20834,1474
349041,2025072617,284841,19806,1607,84
355928,2025072617,354133,26861,3813,173
144920,2025072617,12332045,731061,45220,4614
338332,2025072617,1642353,88618,11993,746
346864,2025072617,1376686,95019,11139,600
327879,2025072617,3359670,208965,21401,1476
130356,2025072617,7504164,334024,23033,2141
326040,2025072617,2355589,252734,14517,736
194093,2025072617,11873245,594244,32103,2664
338815,2025072617,355155,25332,3308,204
102155,2025072617,21932483,2199781,39109,4031
337855,2025072617,877159,57116,5552,383
259527,2025072617,2464676,198512,10272,1102
339678,2025072617,1956289,132788,11415,586
313385,2025072617,3537826,235268,12474,1093
195925,2025072617,1368994,65644,6140,497
351807,2025072617,706041,31223,5823,353
347344,2025072617,491037,23488,4412,331
275975,2025072617,14471418,1307620,36695,3359
93020,2025072617,26174851,1528560,64163,10210
229672,2025072617,8155798,638614,40645,4108
1302,2025072617,7491097,362343,23459,2523
275914,2025072617,1210963,53259,7073,503
339635,2025072617,658367,86186,10368,776
355468,2025072617,263476,13729,2999,190
348778,2025072617,925950,88208,7863,673
349598,2025072617,1168388,77579,9213,521
221711,2025072617,8570927,755184,20628,2014
319157,2025072617,578483,27438,2096,155
325817,2025072617,849832,45064,5409,387
264866,2025072617,11196917,730223,31474,2137
347644,2025072617,326844,22169,2530,153
225478,2025072617,5025898,355746,13743,1326
351035,2025072617,571080,66879,6761,380
331150,2025072617,550093,46878,2596,145
352746,2025072617,285817,18347,3582,281
307276,2025072617,2950488,283069,16918,876
171807,2025072617,9281840,678794,21555,1667
356900,2025072617,156885,8127,2275,151
340064,2025072617,1594292,74247,7680,442
330584,2025072617,393842,39147,2057,194
289313,2025072617,1455172,74788,7965,606
330404,2025072617,1898983,128336,9249,515
340521,2025072617,2038981,113638,12625,842
288115,2025072617,2114532,125672,10886,828
193562,2025072617,10389484,596899,34090,3932
358579,2025072617,181514,7136,3096,233
49917,2025072617,10454837,716836,51044,5977
217943,2025072617,31265233,2799927,45981,4863
265852,2025072617,947081,35594,2339,131
342854,2025072617,1167735,101689,8453,511
